,address_name,category_group_code,category_group_name,category_name,distance,id,phone,place_name,place_url,road_address_name,x,y,geometry
49,서울 강서구 화곡동 343-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,65,20046342,1522-3232,스타벅스 까치산역점,http://place.map.kakao.com/20046342,서울 강서구 강서로13길 3,126.84610468757,37.5323095184562,POINT (126.84610468757 37.5323095184562)
52,서울 강서구 화곡동 1111-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,63,1648906311,1522-3232,스타벅스 강서구청사거리점,http://place.map.kakao.com/1648906311,서울 강서구 화곡로 350,126.852210475534,37.554809848353,POINT (126.852210475534 37.554809848353)
53,서울 강서구 등촌동 73-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,345,1037105014,1522-3232,스타벅스 가양역점,http://place.map.kakao.com/1037105014,서울 강서구 양천로 476,126.8536107571435,37.56157807618199,POINT (126.8536107571435 37.56157807618199)
54,서울 강서구 등촌동 628-9,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,346,474084339,1522-3232,스타벅스 가양역사거리점,http://place.map.kakao.com/474084339,서울 강서구 화곡로 416,126.855419019391,37.5600251851564,POINT (126.855419019391 37.5600251851564)
56,서울 구로구 고척동 100-7,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,109,1385815016,1522-3232,스타벅스 고척아이파크점,http://place.map.kakao.com/1385815016,서울 구로구 경인로43길 49,126.858220892358,37.4993056293408,POINT (126.858220892358 37.4993056293408)
57,서울 양천구 신정동 324-7,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,237,926070592,,스타벅스 목동10단지점,http://place.map.kakao.com/926070592,서울 양천구 목동서로 401,126.859608867626,37.5154091347214,POINT (126.859608867626 37.5154091347214)
59,서울 양천구 신정동 981-15,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,129,1737262840,1522-3232,스타벅스 신정DT점,http://place.map.kakao.com/1737262840,서울 양천구 신월로 341,126.858858924977,37.5220179956817,POINT (126.858858924977 37.5220179956817)
61,서울 양천구 신정동 900-10,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,82,758470503,,스타벅스 목동역점,http://place.map.kakao.com/758470503,서울 양천구 목동로 203,126.863999619945,37.5267849201481,POINT (126.863999619945 37.5267849201481)
62,서울 강서구 화곡동 772-67,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,349,470408699,1522-3232,스타벅스 화곡DT점,http://place.map.kakao.com/470408699,서울 강서구 등촌로 57,126.86312483878,37.5349902242394,POINT (126.86312483878 37.5349902242394)
64,서울 강서구 염창동 312,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,295,1544040737,1522-3232,스타벅스 등촌대로점,http://place.map.kakao.com/1544040737,서울 강서구 공항대로 543,126.866368833694,37.5507253809572,POINT (126.866368833694 37.5507253809572)
65,서울 양천구 신정동 319-23,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,241,1989650151,1522-3232,스타벅스 목동8단지점,http://place.map.kakao.com/1989650151,서울 양천구 목동서로 299,126.868843500708,37.5205194255446,POINT (126.868843500708 37.5205194255446)
67,서울 양천구 목동 962,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,315,788522441,1522-3232,스타벅스 목동트라팰리스점,http://place.map.kakao.com/788522441,서울 양천구 오목로 299,126.87041065029892,37.52550279549301,POINT (126.87041065029892 37.52550279549301)
68,서울 양천구 목동 406-4,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,344,389160790,1522-3232,스타벅스 목동오목로점,http://place.map.kakao.com/389160790,서울 양천구 오목로 279,126.86843809046562,37.52592318438705,POINT (126.86843809046562 37.52592318438705)
69,서울 양천구 목동 923,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,142,26410047,1522-3232,스타벅스 목동7단지점,http://place.map.kakao.com/26410047,서울 양천구 목동서로 213,126.8705094492931,37.52790227069982,POINT (126.8705094492931 37.52790227069982)
72,서울 양천구 목동 602-2,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,127,617333242,1522-3232,스타벅스 등촌역점,http://place.map.kakao.com/617333242,서울 양천구 공항대로 566,126.86814421649235,37.548908262121664,POINT (126.86814421649235 37.548908262121664)
75,서울 금천구 가산동 451-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,353,1469997287,1522-3232,스타벅스 가산어반워크점,http://place.map.kakao.com/1469997287,서울 금천구 가산디지털2로 135,126.878015601766,37.4800209461231,POINT (126.878015601766 37.4800209461231)
76,서울 양천구 목동 404-13,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,185,26909836,1522-3232,스타벅스 오목교역점,http://place.map.kakao.com/26909836,서울 양천구 오목로 354,126.87645325560366,37.52386584381144,POINT (126.87645325560366 37.52386584381144)
77,서울 양천구 목동 916,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,67,7968573,1522-3232,스타벅스 현대목동점,http://place.map.kakao.com/7968573,서울 양천구 목동동로 257,126.87464625388755,37.526801205262586,POINT (126.87464625388755 37.526801205262586)
78,서울 양천구 목동 920,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,194,118233082,1522-3232,스타벅스 목동SBS점,http://place.map.kakao.com/118233082,서울 양천구 목동서로 161,126.87357362065502,37.52890750393828,POINT (126.87357362065502 37.52890750393828)
79,서울 양천구 목동 917-6,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,239,559404149,1522-3232,스타벅스 목동행복한점,http://place.map.kakao.com/559404149,서울 양천구 목동동로 309,126.87588081683808,37.52934243177625,POINT (126.87588081683808 37.52934243177625)
82,서울 양천구 목동 907-4,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,358,7961580,1522-3232,스타벅스 목동점,http://place.map.kakao.com/7961580,서울 양천구 목동서로 67,126.878690771741,37.5365065039884,POINT (126.878690771741 37.5365065039884)
83,서울 강서구 염창동 282-23,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,198,22682237,1522-3232,스타벅스 염창역점,http://place.map.kakao.com/22682237,서울 강서구 공항대로 627,126.87454530974277,37.5472168548992,POINT (126.87454530974277 37.5472168548992)
86,서울 금천구 가산동 371-37,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,266,26376546,1522-3232,스타벅스 가산브이타워점,http://place.map.kakao.com/26376546,서울 금천구 가산디지털1로 128,126.883576037768,37.4769946609385,POINT (126.883576037768 37.4769946609385)
87,서울 금천구 가산동 371-28,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,282,8403565,1522-3232,스타벅스 가산디지털점,http://place.map.kakao.com/8403565,서울 금천구 가산디지털1로 168,126.8824803289091,37.48001465912096,POINT (126.8824803289091 37.48001465912096)
88,서울 금천구 가산동 371-41,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,326,1146328973,1522-3232,스타벅스 가산에스케이점,http://place.map.kakao.com/1146328973,서울 금천구 가산디지털1로 171,126.88095843414192,37.48079971611958,POINT (126.88095843414192 37.48079971611958)
91,서울 금천구 가산동 50-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,277,1460458769,1522-3232,스타벅스 가산디지털단지역점,http://place.map.kakao.com/1460458769,서울 금천구 벚꽃로 298,126.883591912152,37.4813375391088,POINT (126.883591912152 37.4813375391088)
94,서울 구로구 구로동 573,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,220,649401592,1522-3232,스타벅스 구로NC점,http://place.map.kakao.com/649401592,서울 구로구 구로중앙로 152,126.88253580778616,37.50162626899816,POINT (126.88253580778616 37.50162626899816)
96,서울 양천구 목동 908-34,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,161,20494132,,스타벅스 목동5단지점,http://place.map.kakao.com/20494132,서울 양천구 목동동로 411,126.882116945559,37.5364090617693,POINT (126.882116945559 37.5364090617693)
97,서울 양천구 목동 907-18,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,176,1047495010,1522-3232,스타벅스 목동파리공원점,http://place.map.kakao.com/1047495010,서울 양천구 목동동로 377,126.878855588739,37.5353389770394,POINT (126.878855588739 37.5353389770394)
98,서울 강서구 염창동 260,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,230,1296111494,1522-3232,스타벅스 염창대로점,http://place.map.kakao.com/1296111494,서울 강서구 양천로 744,126.878255933276,37.548559622353,POINT (126.878255933276 37.548559622353)
99,서울 금천구 가산동 60-26,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,244,1724970139,1522-3232,스타벅스 가산퍼블릭점,http://place.map.kakao.com/1724970139,서울 금천구 디지털로 178,126.88673806155231,37.47557684259649,POINT (126.88673806155231 37.47557684259649)
100,서울 금천구 가산동 60-20,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,159,18363987,1522-3232,스타벅스 마리오아울렛점,http://place.map.kakao.com/18363987,서울 금천구 벚꽃로 266,126.88488834054287,37.4786411891975,POINT (126.88488834054287 37.4786411891975)
101,서울 금천구 가산동 60-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,214,1138402820,1522-3232,스타벅스 가산현대아울렛점,http://place.map.kakao.com/1138402820,서울 금천구 디지털로10길 9,126.88883098701767,37.477651151536676,POINT (126.88883098701767 37.477651151536676)
104,서울 금천구 가산동 60-14,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,339,1887888284,1522-3232,스타벅스 가산케이에스점,http://place.map.kakao.com/1887888284,서울 금천구 벚꽃로36길 30,126.88504001007452,37.48074248928671,POINT (126.88504001007452 37.48074248928671)
107,서울 구로구 구로동 81-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,266,34391801,1522-3232,스타벅스 구로구청점,http://place.map.kakao.com/34391801,서울 구로구 가마산로 232,126.886762582058,37.4937889409453,POINT (126.886762582058 37.4937889409453)
110,서울 구로구 신도림동 433-24,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,257,158853388,1522-3232,스타벅스 신도림힐스테이트점,http://place.map.kakao.com/158853388,서울 구로구 경인로 625,126.88473972741421,37.506934458328,POINT (126.88473972741421 37.506934458328)
112,서울 구로구 신도림동 692,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,310,27075938,1522-3232,스타벅스 현대디큐브2F점,http://place.map.kakao.com/27075938,서울 구로구 경인로 662,126.88968416188013,37.50944307070492,POINT (126.88968416188013 37.50944307070492)
113,서울 구로구 신도림동 692,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,328,17127067,1522-3232,스타벅스 현대디큐브B2점,http://place.map.kakao.com/17127067,서울 구로구 경인로 662,126.88987329913523,37.509270254372964,POINT (126.88987329913523 37.509270254372964)
114,서울 영등포구 문래동3가 77-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,336,12300206,1522-3232,스타벅스 문래동점,http://place.map.kakao.com/12300206,서울 영등포구 선유로 64,126.889631934317,37.5195639939151,POINT (126.889631934317 37.5195639939151)
115,서울 영등포구 양평동1가 271,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,24,1581405164,1522-3232,스타벅스 서울양평역점,http://place.map.kakao.com/1581405164,서울 영등포구 선유서로24길 6,126.88595686985332,37.52316541317884,POINT (126.88595686985332 37.52316541317884)
117,서울 마포구 상암동 1647,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,307,26576374,1522-3232,스타벅스 상암디지털큐브점,http://place.map.kakao.com/26576374,서울 마포구 상암산로 34,126.888887454039,37.5760847257114,POINT (126.888887454039 37.5760847257114)
118,서울 마포구 상암동 1597,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,283,705098136,1522-3232,스타벅스 상암사보이시티,http://place.map.kakao.com/705098136,서울 마포구 월드컵북로54길 17,126.88878327150573,37.581435628828046,POINT (126.88878327150573 37.581435628828046)
119,서울 금천구 시흥동 1031,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,314,62238907,1522-3232,스타벅스 금천구청역점,http://place.map.kakao.com/62238907,서울 금천구 시흥대로73길 67,126.89574736821737,37.455943996935765,POINT (126.89574736821737 37.455943996935765)
120,서울 금천구 독산동 291-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,317,24765611,1522-3232,스타벅스 금천독산점,http://place.map.kakao.com/24765611,서울 금천구 두산로 70,126.895651607106,37.4695491849933,POINT (126.895651607106 37.4695491849933)
122,서울 구로구 구로동 235-2,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,133,13049462,1522-3232,스타벅스 구로하이엔드점,http://place.map.kakao.com/13049462,서울 구로구 디지털로26길 5,126.893179103414,37.4816313144481,POINT (126.893179103414 37.4816313144481)
123,서울 구로구 구로동 212-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,299,7961406,,스타벅스 구로에이스점,http://place.map.kakao.com/7961406,서울 구로구 디지털로 285,126.894550272167,37.4842382622588,POINT (126.894550272167 37.4842382622588)
124,서울 구로구 구로동 191-7,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,359,21058537,1522-3232,스타벅스 구로디지털로점,http://place.map.kakao.com/21058537,서울 구로구 디지털로33길 11,126.895800907536,37.4857746895213,POINT (126.895800907536 37.4857746895213)
128,서울 영등포구 문래동3가 55-5,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,317,26410044,1522-3232,스타벅스 문래역점,http://place.map.kakao.com/26410044,서울 영등포구 당산로 34,126.89511096977851,37.51746334288879,POINT (126.89511096977851 37.51746334288879)
129,서울 영등포구 양평동5가 64-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,268,472535356,1522-3232,스타벅스 선유도역1번출구점,http://place.map.kakao.com/472535356,서울 영등포구 양평로 128,126.893664067025,37.5382904998421,POINT (126.893664067025 37.5382904998421)
131,서울 마포구 상암동 1654,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,73,7961821,1522-3232,스타벅스 상암DMC점,http://place.map.kakao.com/7961821,서울 마포구 월드컵북로 375,126.89092735851,37.5776651695006,POINT (126.89092735851 37.5776651695006)
133,서울 마포구 상암동 1607,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,258,1161931660,1522-3232,스타벅스 상암YTN점,http://place.map.kakao.com/1161931660,서울 마포구 상암산로 76,126.89220880621265,37.579273719337785,POINT (126.89220880621265 37.579273719337785)
134,서울 마포구 상암동 1603,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,79,25115118,1522-3232,스타벅스 상암MBC점,http://place.map.kakao.com/25115118,서울 마포구 성암로 267,126.891579254585,37.580909346919,POINT (126.891579254585 37.580909346919)
139,서울 금천구 독산동 159-23,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,300,1616531669,1522-3232,스타벅스 독산사거리점,http://place.map.kakao.com/1616531669,서울 금천구 시흥대로 426,126.898606100317,37.4715700200452,POINT (126.898606100317 37.4715700200452)
141,서울 구로구 구로동 1128-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,133,18691090,1522-3232,스타벅스 구로호텔점,http://place.map.kakao.com/18691090,서울 구로구 디지털로32길 72,126.898802839549,37.4832797043771,POINT (126.898802839549 37.4832797043771)
142,서울 구로구 구로동 222-7,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,170,1653669621,1522-3232,스타벅스 구로디지털타워점,http://place.map.kakao.com/1653669621,서울 구로구 디지털로32길 30,126.896455138658,37.483630865471,POINT (126.896455138658 37.483630865471)
145,서울 영등포구 문래동3가 55-20,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,220,8440477,1522-3232,스타벅스 하이테크시티점,http://place.map.kakao.com/8440477,서울 영등포구 경인로 775,126.89987828423082,37.514467139148095,POINT (126.89987828423082 37.514467139148095)
147,서울 영등포구 당산동3가 393,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,110,465235237,1522-3232,스타벅스 영등포구청역점,http://place.map.kakao.com/465235237,서울 영등포구 국회대로 558,126.89612267411299,37.5277473760383,POINT (126.89612267411299 37.5277473760383)
148,서울 영등포구 양평동4가 2,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,236,27535207,1522-3232,스타벅스 선유동이레빌딩점,http://place.map.kakao.com/27535207,서울 영등포구 선유동2로 57,126.8973062991907,37.5341518253866,POINT (126.8973062991907 37.5341518253866)
150,서울 영등포구 당산동6가 338-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,283,23326001,1522-3232,스타벅스 당산점,http://place.map.kakao.com/23326001,서울 영등포구 양평로 64,126.89991973539829,37.53509110955789,POINT (126.89991973539829 37.53509110955789)
151,서울 마포구 망원동 205-8,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,127,1752574662,1522-3232,스타벅스 망원한강공원점,http://place.map.kakao.com/1752574662,,126.89591772587283,37.55392483489065,POINT (126.89591772587283 37.55392483489065)
152,서울 마포구 상암동 1623,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,207,1145283113,1522-3232,스타벅스 디지털미디어시티역,http://place.map.kakao.com/1145283113,서울 마포구 성암로 179,126.89894222717868,37.576124395186376,POINT (126.89894222717868 37.576124395186376)
153,서울 은평구 수색동 30-2,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,292,1359139681,1522-3232,스타벅스 수색점,http://place.map.kakao.com/1359139681,서울 은평구 수색로 216,126.89955960905561,37.58002802733563,POINT (126.89955960905561 37.58002802733563)
155,서울 금천구 시흥동 904-22,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,284,2090446816,,스타벅스 금천시흥점,http://place.map.kakao.com/2090446816,서울 금천구 시흥대로 164,126.903175211658,37.4489620586813,POINT (126.903175211658 37.4489620586813)
158,서울 영등포구 영등포동4가 442,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,309,17127090,1522-3232,스타벅스 타임스퀘어B2점,http://place.map.kakao.com/17127090,서울 영등포구 영중로 15,126.90337153358554,37.51681265738188,POINT (126.90337153358554 37.51681265738188)
159,서울 영등포구 영등포동4가 442,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,322,11440788,1522-3232,스타벅스 타임스퀘어2F점,http://place.map.kakao.com/11440788,서울 영등포구 영중로 15,126.90330577469219,37.516930634987375,POINT (126.90330577469219 37.516930634987375)
162,서울 영등포구 영등포동4가 442,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,193,948537095,1522-3232,스타벅스 타임스퀘어R점,http://place.map.kakao.com/948537095,서울 영등포구 영중로 15,126.905061338993,37.51780963619845,POINT (126.905061338993 37.51780963619845)
163,서울 영등포구 영등포동6가 1-14,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,246,458228521,1522-3232,스타벅스 영등포시장교차로점,http://place.map.kakao.com/458228521,서울 영등포구 영중로 45,126.904458442745,37.5204599005082,POINT (126.904458442745 37.5204599005082)
164,서울 영등포구 영등포동7가 47-3,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,172,1342896021,,스타벅스 영등포시장역점,http://place.map.kakao.com/1342896021,서울 영등포구 영중로 79,126.904908229239,37.523475017666,POINT (126.904908229239 37.523475017666)
166,서울 영등포구 영등포동8가 35-1,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,217,2034797842,1522-3232,스타벅스 영등포KT점,http://place.map.kakao.com/2034797842,서울 영등포구 영중로 119,126.90524571619976,37.52675673805749,POINT (126.90524571619976 37.52675673805749)
167,서울 영등포구 당산동6가 217-2,CE7,카페,음식점 > 카페 > 커피전문점 > 스타벅스,148,1302559707,1522-3232,스타벅스 당산대로점,http://place.map.kakao.com/1302559707,서울 영등포구 양평로 22,126.90398181313441,37.53312309287262,POINT (126.90398181313441 37.53312309287262)
